name,parent,state,country
IAI Airborne Early Warning Division,ELTA Systems,5,US
IAI Imagery Intelligence & Radar Division,ELTA Systems,5,US
"IAI Signals Intelligence, Electronic Warfare & Communications Division",ELTA Systems,5,US
IAI Technologies Division,ELTA Systems,5,US
IAI Civil Aviation,Israel Aerospace Industries (IAI),4,US
IAI Aero-Assemblies Division,IAI Civil Aviation,5,US
IAI Aircraft Division,IAI Civil Aviation,5,US
IAI Business Jets Division,IAI Civil Aviation,5,US
IAI Components Division,IAI Civil Aviation,5,US
IAI Engines Division,IAI Civil Aviation,5,US
IAI Production Technologies Division,IAI Civil Aviation,5,US
IAI Ramta Division,IAI Civil Aviation,5,US
IAI Engineering & Development,Israel Aerospace Industries (IAI),4,US
IAI Engineering Division,IAI Engineering & Development,5,US
IAI Maman,IAI Engineering & Development,5,US
IAI Military Aircraft Group,Israel Aerospace Industries (IAI),4,US
Golan Industries,IAI Military Aircraft Group,5,US
IAI-SNC VTOL,IAI Military Aircraft Group,5,US
Lahav Division,IAI Military Aircraft Group,5,US
Malat Division,IAI Military Aircraft Group,5,US
"IAI Systems, Missiles and Space",Israel Aerospace Industries (IAI),4,US
IAI MBT Missiles division,"IAI Systems, Missiles and Space",5,US
IAI MLM Division,"IAI Systems, Missiles and Space",5,US
IAI Space Division,"IAI Systems, Missiles and Space",5,US
IAI Tamam Division,"IAI Systems, Missiles and Space",5,US
Israel Aerospace Industries (IAI) Innovation Center,Israel Aerospace Industries (IAI),4,US
Proteus Advanced Systems,Israel Aerospace Industries (IAI),4,US
Israel Shipyards,Israel Companies,3,US
Israel Weapon Industries,Israel Companies,3,US
Nano Dimension,Israel Companies,3,US
New Rocket Ltd,Israel Companies,3,US
Orbit Communication Systems,Israel Companies,3,US
Quantum Machines (QM),Israel Companies,3,US
RADA Electronic Industries,Israel Companies,3,US
Rafael,Israel Companies,3,US
Rafael Air & C4ISR Systems,Rafael,4,US
Rafael Air Superiority Systems,Rafael,4,US
Rafael Land & Naval Systems,Rafael,4,US
Rafael Support Divisions,Rafael,4,US
Rafael Manor Advanced Defense Technologies Division,Rafael Support Divisions,5,US
Rafael Ordnance Systems Division,Rafael Support Divisions,5,US
"Rafael Research, Development, and Engineering Division",Rafael Support Divisions,5,US
Varley Rafael Australia,Rafael,4,US
SemiConductor Devices (SCD),Israel Companies,3,US
Silver Shadow Advanced Security Systems (SSASS),Israel Companies,3,US
Simplex,Israel Companies,3,US
Spacecom,Israel Companies,3,US
SpaceIL,Israel Companies,3,US
ST Engineering Smart Cities,Israel Companies,3,US
Stratasys,Israel Companies,3,US
Tactical Robotics,Israel Companies,3,US
ThirdEye,Israel Companies,3,US
UAS Drone Inc.,Israel Companies,3,US
Urban Aeronautics,Israel Companies,3,US
UVision Air,Israel Companies,3,US
Italy Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Beretta Defense Technologies,Italy Companies,3,US
CABI Cattaneo,Italy Companies,3,US
Curti Industries,Italy Companies,3,US
D-Orbit,Italy Companies,3,US
DRASS Defence,Italy Companies,3,US
Elettronica,Italy Companies,3,US
European Defensive Aids Sub System (EuroDASS) [Consortium],Elettronica,4,US
Elytron Aeronautica,Italy Companies,3,US
EuroTech,Italy Companies,3,US
Fincantieri,Italy Companies,3,US
Fincantieri Marinette Marine (FMM),Fincantieri,4,US
Gruppo ICM,Italy Companies,3,US
BAH   ICM JV,Gruppo ICM,4,US
IDS Ingegneria Dei Sistemi S.p.A.,Italy Companies,3,US
Leonardo,Italy Companies,3,US
ATR,Leonardo,4,US
Leonardo Aerostructures,Leonardo,4,US
Leonardo Airborne and Space Systems,Leonardo,4,US
Selex ES,Leonardo Airborne and Space Systems,5,US
European Defensive Aids Sub System (EuroDASS) [Consortium],Selex ES,6,US
Leonardo Aircraft,Leonardo,4,US
Leonardo Defense Systems,Leonardo,4,US
Leonardo DRS,Leonardo,4,US
DRS Airborne & Intelligence Systems,Leonardo DRS,5,US
DRS Naval Electronics,Leonardo DRS,5,US
Leonardo Electronics Division,Leonardo,4,US
Leonardo Finmeccanica,Leonardo,4,US
Leonardo Helicopters,Leonardo,4,US
AgustaWestland,Leonardo Helicopters,5,US
NHIndustries,Leonardo Helicopters,5,US
Leonardo Land & Naval Defense Electronics,Leonardo,4,US
Leonardo Security & Information Systems,Leonardo,4,US
Thales Alenia Space,Leonardo,4,US
Piaggio Aerospace,Italy Companies,3,US
Politecnico di Milano (PoliMi),Italy Companies,3,US
Sigma Consulting,Italy Companies,3,US
Tecnam,Italy Companies,3,US
Vittoria Shipyard / Cantiere Navale Vittoria,Italy Companies,3,US
Japan Companies,"Companies (Competitors, Suppliers, Partners)",2,US
ANA Holdings,Japan Companies,3,US
Astroscale,Japan Companies,3,US
Axelspace,Japan Companies,3,US
Fujitsu,Japan Companies,3,US
Honda Motor Company,Japan Companies,3,US
Honda Aircraft Company,Honda Motor Company,4,US
IHI Corporation,Japan Companies,3,US
Imabari Shipbuilding,Japan Companies,3,US
Interstellar Technologies,Japan Companies,3,US
Japan Marine United Corporation,Japan Companies,3,US
Kawasaki Heavy Industries,Japan Companies,3,US
Komatsu Limited,Japan Companies,3,US
Marine United Corporation,Japan Companies,3,US
Minebea,Japan Companies,3,US
Mitsubishi,Japan Companies,3,US
Mitsubishi Electric,Mitsubishi,4,US
Mitsubishi Heavy Industries,Mitsubishi,4,US
Mitsui E&S Shipbuilding,Japan Companies,3,US
Nakanihon Air Service,Japan Companies,3,US
NEC Corporation,Japan Companies,3,US
NTT Data,Japan Companies,3,US
PD Aerospace,Japan Companies,3,US
Sekisui Chemical,Japan Companies,3,US
Shimadzu,Japan Companies,3,US
Sky Perfect JSAT,Japan Companies,3,US
SkyDrive,Japan Companies,3,US
SoftBank Corp.,Japan Companies,3,US
Sojitz,Japan Companies,3,US
Subaru,Japan Companies,3,US
Sumitomo,Japan Companies,3,US
Sumisho,Sumitomo,4,US
Synspective,Japan Companies,3,US
Toshiba,Japan Companies,3,US
Toyota,Japan Companies,3,US
Yamaha,Japan Companies,3,US
Yamato Holdings,Japan Companies,3,US
Jordan Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Jadara,Jordan Companies,3,US
Joramco,Jordan Companies,3,US
JoSecure,Jordan Companies,3,US
KADDB,Jordan Companies,3,US
Kazakhstan Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Kazakhstan Engineering,Kazakhstan Companies,3,US
Kazakhstan Paramount Engineering (KPE),Kazakhstan Engineering,4,US
Kenya Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Astral Aerial Solutions,Kenya Companies,3,US
Latvia Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Octopus ISR Systems,Latvia Companies,3,US
UAV Factory,Latvia Companies,3,US
Luxembourg Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Luxembourg Space Agency,Luxembourg Companies,3,US
SES,Luxembourg Companies,3,US
Malaysia Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Airod,Malaysia Companies,3,US
Destini Berhad,Malaysia Companies,3,US
Ludev Aviation,Malaysia Companies,3,US
Netherlands Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Atmos UAV,Netherlands Companies,3,US
Damen,Netherlands Companies,3,US
Dawn Aerospace,Netherlands Companies,3,US
Huisman Equipment,Netherlands Companies,3,US
Netherlands Aerospace Center (NRL),Netherlands Companies,3,US
Royal Dutch Airlines (KLM),Netherlands Companies,3,US
Specto Aerospace,Netherlands Companies,3,US
URARTU Systems,Netherlands Companies,3,US
VSTEP Simulation,Netherlands Companies,3,US
New Zealand Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Air New Zealand,New Zealand Companies,3,US
NZ Crown,New Zealand Companies,3,US
Rakon,New Zealand Companies,3,US
Wisk New Zealand,New Zealand Companies,3,US
Nigeria Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Proforce,Nigeria Companies,3,US
North Korea Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Unidentified North Korean Manufacturers,North Korea Companies,3,US
Norway Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Helitrans,Norway Companies,3,US
Kongsberg,Norway Companies,3,US
Kongsberg Defence & Aerospace,Kongsberg,4,US
Kongsberg Digital,Kongsberg,4,US
Kongsberg Maritime,Kongsberg,4,US
Nammo,Norway Companies,3,US
Norwegian Special Mission,Norway Companies,3,US
Space Norway,Norway Companies,3,US
Wallenius Wilhelmsen ASA,Norway Companies,3,US
American Roll-On Roll-Off Carrier Group (ARC),Wallenius Wilhelmsen ASA,4,US
Pakistan Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Air Weapons Complex,Pakistan Companies,3,US
Atlas Group,Pakistan Companies,3,US
Bow Systems,Pakistan Companies,3,US
Ease West Infiniti,Pakistan Companies,3,US
Heavy Industries Taxila (HIT),Pakistan Companies,3,US
Karachi Shipyard & Engineering Works Limited (KSEW),Pakistan Companies,3,US
Pakistan Aeronautical Complex (PAC),Pakistan Companies,3,US
"Aviation Research, Indigenization & Development (AvRID)",Pakistan Aeronautical Complex (PAC),4,US
Philippines Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Mechatronics and Robotics Society of the Philippines,Philippines Companies,3,US
Philippine Aerospace Development Corporation (PADC),Philippines Companies,3,US
Poland Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Advanced Protection Systems,Poland Companies,3,US
Allstar PLZ,Poland Companies,3,US
Gdansk Shipyard,Poland Companies,3,US
Hertz Systems,Poland Companies,3,US
Lukasiewicz-PIAP Institute,Poland Companies,3,US
OBRUM Research and Development Center for Mechanical Devices,Poland Companies,3,US
Polish Armaments Group,Poland Companies,3,US
Polska Grupa Zbrojeniowa (PGZ),Poland Companies,3,US
Dezamet,Polska Grupa Zbrojeniowa (PGZ),4,US
Huta Stalowa Wola,Polska Grupa Zbrojeniowa (PGZ),4,US
Mesko,Polska Grupa Zbrojeniowa (PGZ),4,US
PCO S.A.,Polska Grupa Zbrojeniowa (PGZ),4,US
Pit-Radwar,Polska Grupa Zbrojeniowa (PGZ),4,US
Polska Grupa Zbrojeniowa Stocznia Wojenna Shipyard (PGZ SW),Polska Grupa Zbrojeniowa (PGZ),4,US
Rosomak WD,Polska Grupa Zbrojeniowa (PGZ),4,US
Wojskowe Zaklady Elektroniczne (WZE),Polska Grupa Zbrojeniowa (PGZ),4,US
Wojskowe Zaklady Motoryzacyjne (WZM),Polska Grupa Zbrojeniowa (PGZ),4,US
Wojskowe Zaklady Uzbrojenia (WZU),Polska Grupa Zbrojeniowa (PGZ),4,US
Zaklady Mechaniczne Bumar,Polska Grupa Zbrojeniowa (PGZ),4,US
ZM Bumar-Labedy,Polska Grupa Zbrojeniowa (PGZ),4,US
Remontowa Shipbuilding,Poland Companies,3,US
SatRevolution,Poland Companies,3,US
WB Electronics,Poland Companies,3,US
Portugal Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Arsenal do Alfeite,Portugal Companies,3,US
Centre of Engineering and Product Development (CEiiA),Portugal Companies,3,US
EID,Portugal Companies,3,US
idD - Plataforma das Indústrias de Defesa Nacionais,Portugal Companies,3,US
idD   Portugal Defense,Portugal Companies,3,US
SkyTech,Portugal Companies,3,US
Tekever,Portugal Companies,3,US
Qatar Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Bahadir Construction Engineering Contracting and Trading Company,Qatar Companies,3,US
Barzan Holdings,Qatar Companies,3,US
Stark Motors,Qatar Companies,3,US
Republika Srpska Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Orao,Republika Srpska Companies,3,US
Romania Companies,"Companies (Competitors, Suppliers, Partners)",2,US
Avioane Craiova,Romania Companies,3,US
INCAS,Romania Companies,3,US
Romaero,Romania Companies,3,US
ROMARM,Romania Companies,3,US
Uzinei Mecanice Bucure?ti (UMB),Romania Companies,3,US
Russia Companies,"Companies (Competitors, Suppliers, Partners)",2,US
AFK Sistema,Russia Companies,3,US
Kronstadt Group,AFK Sistema,4,US
Radio Technical and Information (RTI) Systems,AFK Sistema,4,US
Saransk Televsion Plant,Radio Technical and Information (RTI) Systems,5,US
Scientific and Research Institute for Long-Distance Radio Communications (NIIDAR),Radio Technical and Information (RTI) Systems,5,US
Almaz Shipbuilding Company,Russia Companies,3,US
Almaz-Antey,Russia Companies,3,US
Dolgoprudnenskoe Scientific Production Plant (DNPP),Almaz-Antey,4,US
Izhevsk Electro-Mechanical Plant Kupol,Almaz-Antey,4,US
MKB Fakel,Almaz-Antey,4,US
Nizhny Novgorod Research Institute of Radio Engineering (NNIIRT),Almaz-Antey,4,US
Russian Scientific Research Institute of Radio Engineering (VNIIRT),Almaz-Antey,4,US
Tikhomirov Scientific Research Institute of Instrument Design (NIIP),Almaz-Antey,4,US
Aviaavtomatika,Russia Companies,3,US
Baltic Trans-Port Company,Russia Companies,3,US
Bazalt,Russia Companies,3,US
Concern Morinformsystem-Agat,Russia Companies,3,US
Elektropribor Design Bureau,Russia Companies,3,US
Energomash,Russia Companies,3,US
Gorkovsky Avtomobilny Zavod (GAZ),Russia Companies,3,US
International Aero Navigation Systems Concern (IANS),Russia Companies,3,US
International Launch Services,Russia Companies,3,US
Irkut Corporation,Russia Companies,3,US
JSC Admiralty Shipyard,Russia Companies,3,US
Kalashnikov Group,Russia Companies,3,US
ZALA Aero,Kalashnikov Group,4,US
Kamskiy Avtomobilny Zavod (KAMAZ),Russia Companies,3,US
KB Avrora,Russia Companies,3,US
"KB Radars, Mashinostroyeniya",Russia Companies,3,US
Groza VHF-UHF Comms Jammer,"KB Radars, Mashinostroyeniya",4,US
KBP Instrument Design Bureau,Russia Companies,3,US
Kronshtadt Group,Russia Companies,3,US
KumAPE,Russia Companies,3,US
Makeyev,Russia Companies,3,US
Mikran,Russia Companies,3,US
Military Industrial Company,Russia Companies,3,US
MKB Raduga / Raduga Design Bureau,Russia Companies,3,US
Moscow Institute of Thermal Technology,Russia Companies,3,US
Motovilikhinskiye Zavody,Russia Companies,3,US
Nevskoye Design Bureau,Russia Companies,3,US
Novator,Russia Companies,3,US
Novosibirsk Instrument-Building Plant,Russia Companies,3,US
NPK SPP,Russia Companies,3,US
NPO Geofizika-NV,Russia Companies,3,US
Nudelmann Precision Engineering Design Bureau,Russia Companies,3,US
Oboronprom,Russia Companies,3,US
Oktomvri - Eurokompozit,Russia Companies,3,US
Omsktransmash / Omsk Transmash Design Bureau,Russia Companies,3,US
Oruzheinye Masterskie,Russia Companies,3,US
Phazotron-NIIR,Russia Companies,3,US
Podolsk Electromechanical Plant of Special Machine Building (PEMZ Spetsmash),Russia Companies,3,US
Proekt-Technika Corporation,Russia Companies,3,US
Radar MMS,Russia Companies,3,US
Radiofizika,Russia Companies,3,US
RosAeroSystems,Russia Companies,3,US
Rosatom State Nuclear Energy Corporation,Russia Companies,3,US
Roscosmos,Russia Companies,3,US
Chemical Automatics Design Bureau (KBKhA),Roscosmos,4,US
Khrunichev State Research and Production Space Center,Roscosmos,4,US
Krasnoyarsk Machine-Building Plant,Roscosmos,4,US
Makeyev Rocket Design Bureau,Roscosmos,4,US
ROSEL Concern,Russia Companies,3,US
Rosoboronexport,Russia Companies,3,US
Rosseti,Russia Companies,3,US
Rostec,Russia Companies,3,US
Avtomatika Concern,Rostec,4,US
"Concern Radio-Electronic Technologies (CRET, KRET)",Rostec,4,US
Concern Tractor Plants,Rostec,4,US
Kurganmashzavod,Concern Tractor Plants,5,US
High Precision Systems,Rostec,4,US
JSC KPB,Rostec,4,US
KB Luch,Rostec,4,US
KB Mashinostroyeniya (KBM),Rostec,4,US
KB Tochmash,Rostec,4,US
Ruselectronics,Rostec,4,US
Russian Electronics,Rostec,4,US
Polet Chelyabinsk Radio Plant,Russian Electronics,5,US
Russian Helicopters,Rostec,4,US
National Helicopter Center (NHC),Russian Helicopters,5,US
Kamov,National Helicopter Center (NHC),6,US
MIL Corp,National Helicopter Center (NHC),6,US
VR-Technologies,Russian Helicopters,5,US
Shvabe,Rostec,4,US
Krasnogorsky Zavod (KMZ ZENIT),Shvabe,5,US
Techmash,Rostec,4,US
NPO Splav,Techmash,5,US
United Aircraft Corporation (UAC),Rostec,4,US
Beriev,United Aircraft Corporation (UAC),5,US
Ilyushin,United Aircraft Corporation (UAC),5,US
Russian Aircraft Corporation MiG (RAC MiG),United Aircraft Corporation (UAC),5,US
Sukhoi Design Bureau,United Aircraft Corporation (UAC),5,US
Komsomolsk-on-Amur Aircraft Plant (KnAAPO),Sukhoi Design Bureau,6,US
Tupolev,United Aircraft Corporation (UAC),5,US
Yakolev,United Aircraft Corporation (UAC),5,US
United Engine Corporation,Rostec,4,US
