name,parent
Transportation Command (TRANSCOM),Combatant Commands (COCOMs)
Cost Assessment and Program Evaluation (CAPE) Office,Department of Defense (DoD)
Defense Advanced Research Projects Agency (DARPA),Department of Defense (DoD)
Defense Sciences Office (DSO),Defense Advanced Research Projects Agency (DARPA)
Information Innovation Office (I2O),Defense Advanced Research Projects Agency (DARPA)
LogX,Defense Advanced Research Projects Agency (DARPA)
Microsystems Technology Office (MTO),Defense Advanced Research Projects Agency (DARPA)
Defense Counterintelligence and Security Agency (DCSA),Department of Defense (DoD)
Defense Digital Service (DDS),Department of Defense (DoD)
Defense Health Agency (DHA),Department of Defense (DoD)
Defense Information Systems Agency (DISA),Department of Defense (DoD)
Emerging Technology Directorate,Defense Information Systems Agency (DISA)
Secure Access File Exchange (SAFE),Defense Information Systems Agency (DISA)
Defense Innovation Board,Department of Defense (DoD)
Defense Innovation Unit (DIU),Department of Defense (DoD)
National Security Innovation Network (NSIN),Defense Innovation Unit (DIU)
Defense Intelligence Agency (DIA),Department of Defense (DoD)
Helios,Defense Intelligence Agency (DIA)
Machine-Assisted Analytic Rapid-Repository System (MARS),Defense Intelligence Agency (DIA)
Defense Logistics Agency (DLA),Department of Defense (DoD)
Defense Security Cooperation University,Department of Defense (DoD)
Defense Threat Reduction Agency (DTRA),Department of Defense (DoD)
Department of Defense Inspector General (DoDIG),Department of Defense (DoD)
Department of the Air Force (DoAF),Department of Defense (DoD)
Air Force Chief of Staff,Department of the Air Force (DoAF)
Secretary of the Air Force (SECAF),Department of the Air Force (DoAF)
Air Force Rapid Capabilities Office (RCO),Secretary of the Air Force (SECAF)
"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)",Secretary of the Air Force (SECAF)
Air Force Life Cycle Management Center (AFLCMC),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)"
Air Force Rapid Sustainment Office (RSO),Air Force Life Cycle Management Center (AFLCMC)
Condition-Based Maintenance (CBM+),Air Force Rapid Sustainment Office (RSO)
Air Force Security Assistance and Cooperation Directorate (AFSAC),Air Force Life Cycle Management Center (AFLCMC)
"Program Directorate, Propulsion",Air Force Life Cycle Management Center (AFLCMC)
Program Executive Office Advanced Aircraft (PEO AA) Directorate,Air Force Life Cycle Management Center (AFLCMC)
Program Executive Office Agile Combat Support (PEO ACS) Directorate,Air Force Life Cycle Management Center (AFLCMC)
Program Executive Office Armament (PEO Armament) Directorate,Air Force Life Cycle Management Center (AFLCMC)
Program Executive Office Business and Enterprise Systems (PEO BES) Directorate,Air Force Life Cycle Management Center (AFLCMC)
"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)",Air Force Life Cycle Management Center (AFLCMC)
Aerial Networks Division (AFLCMC/HNA),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)"
C3I Infrastructure Division (AFLCMC/HNI),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)"
Cryptologic and Cyber Systems Division (AFLCMC/HNC),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)"
Family of Advanced Beyond Line-of-Sight Terminals (FAB-T) Division (AFLCMC/HNS),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)"
Nuclear Networks Division (AFLCMC/HNN),"Program Executive Office Command, Control, Communications, Intelligence and Networks (PEO C3I&N)"
Program Executive Office Digital (PEO Digital) Directorate,Air Force Life Cycle Management Center (AFLCMC)
Theater Battle Control Division (AFLCMC/HBD),Program Executive Office Digital (PEO Digital) Directorate
Program Executive Office for ISR and Special Operations Forces (PEO ISR & SOF) Directorate,Air Force Life Cycle Management Center (AFLCMC)
Program Executive Office for the Presidential and Executive Airlift Directorate,Air Force Life Cycle Management Center (AFLCMC)
Program Executive Office Mobility and Training Aircraft (PEO Mobility) Directorate,Air Force Life Cycle Management Center (AFLCMC)
Program Executive Office Strategic Systems (PEO S&S),Air Force Life Cycle Management Center (AFLCMC)
Program Executive Office Tankers (PEO Tankers) Directorate,Air Force Life Cycle Management Center (AFLCMC)
Program Executive Officer for the Fighters and Bombers (PEO FB) Directorate,Air Force Life Cycle Management Center (AFLCMC)
Air Force Nuclear Weapons Center (AFNWC),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)"
Ground-Based Strategic Deterrent (GBSD) Systems Directorate,Air Force Nuclear Weapons Center (AFNWC)
Minuteman III Systems Directorate,Air Force Nuclear Weapons Center (AFNWC)
Program Executive Office Strategic Systems (PEO S&S),Air Force Nuclear Weapons Center (AFNWC)
Air Force Rapid Sustainment Office (RSO),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)"
Air Force Research Laboratory (AFRL),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)"
Air Force Strategic Development Planning and Experimentation Office (AFSDPE),Air Force Research Laboratory (AFRL)
Center for Rapid Innovation,Air Force Research Laboratory (AFRL)
Infrared Radiation Effects Laboratory,Air Force Research Laboratory (AFRL)
Strategic Development Planning and Experimentation Office,Air Force Research Laboratory (AFRL)
Air Force Test Center (AFTC),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)"
Program Executive Office for Combat and Mission Support (PEO/CM),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)"
Space and Missile Systems Center (SMC),"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)"
PEO Space Systems,Space and Missile Systems Center (SMC)
Advanced Systems and Development (SMC/AD) Directorate,PEO Space Systems
Capability Integration and Transition Division (ADY),Advanced Systems and Development (SMC/AD) Directorate
Ground Systems and Operations Division (ADG),Advanced Systems and Development (SMC/AD) Directorate
Cross Mission Ground and Communications Enterprise,Ground Systems and Operations Division (ADG)
Strategic Concepts Division (ADX),Advanced Systems and Development (SMC/AD) Directorate
Global Positioning Systems (GPS) Directorate,PEO Space Systems
Launch Enterprise (SMC/LE) Directorate,PEO Space Systems
Rocket Systems Launch Program,Launch Enterprise (SMC/LE) Directorate
Military Satellite Communications Systems Directorate,PEO Space Systems
Range & Network Systems Directorate,PEO Space Systems
Remote Sensing Directorate,PEO Space Systems
Space Superiority Systems Directorate,PEO Space Systems
Enterprise Space Battle Management C2 (ESBMC2),Space Superiority Systems Directorate
Special Programs Directorate,PEO Space Systems
Space Domain Awareness Marketplace,Special Programs Directorate
Space Enterprise Consortium (SpEC),Space and Missile Systems Center (SMC)
Special Operation Forces Directorate,"Assistant Secretary of the Air Force for Acquisition, Technology and Logistics (SAF/AQ)"
Space Acquisition & Integration (SAF/SP),Secretary of the Air Force (SECAF)
Space Development Agency (SDA),Space Acquisition & Integration (SAF/SP)
Warfighter Council,Space Development Agency (SDA)
Space Force Acquisition Council,Space Acquisition & Integration (SAF/SP)
Space Rapid Capabilities Office (Space RCO),Space Acquisition & Integration (SAF/SP)
U.S. Air Force (USAF),Secretary of the Air Force (SECAF)
Air Force Materiel Command (AFMC),U.S. Air Force (USAF)
Air Force Installation Contracting Center (AFICC),Air Force Materiel Command (AFMC)
Air Force Life Cycle Management Center (AFLCMC),Air Force Materiel Command (AFMC)
Air Force Nuclear Weapons Center (AFNWC),Air Force Materiel Command (AFMC)
Air Force Research Laboratory (AFRL),Air Force Materiel Command (AFMC)
Air Force Sustainment Center (AFSC),Air Force Materiel Command (AFMC)
Ogden Air Logistics Complex (OO-ALC),Air Force Sustainment Center (AFSC)
Oklahoma City Air Logistics Complex (OC-ALC) Tinker Air Force Base,Air Force Sustainment Center (AFSC)
Warner Robins Air Logistics Complex (WR-ALC),Air Force Sustainment Center (AFSC)
Air Force Test Center (AFTC),Air Force Materiel Command (AFMC)
Air Force Space Command (AFSPC),U.S. Air Force (USAF)
Combined Forces Space Component Command (CFSCC),Air Force Space Command (AFSPC)
Combined Space Operations Center (CSpOC),Combined Forces Space Component Command (CFSCC)
Joint Forces Space Component Command (JFSCC),Air Force Space Command (AFSPC)
National Space Defense Center (NSDC),Air Force Space Command (AFSPC)
National Air and Space Intelligence Center (NASIC),U.S. Air Force (USAF)
Office of the Chief of Staff of the Air Force (CSAF),U.S. Air Force (USAF)
Air Combat Command (ACC),Office of the Chief of Staff of the Air Force (CSAF)
Air Force Warfare Center,Air Combat Command (ACC)
Air Education and Training Command (AETC),Office of the Chief of Staff of the Air Force (CSAF)
Air Force Institute of Technology,Air Education and Training Command (AETC)
Magnetic Anomaly Navigation (MAGNAV) technique,Air Force Institute of Technology
Air Force Test Pilot School (USAFTPS),Air Education and Training Command (AETC)
Air Force Global Strike Command (AFGSC),Office of the Chief of Staff of the Air Force (CSAF)
NC3 Enterprise Center (NEC),Air Force Global Strike Command (AFGSC)
Air Force Materiel Command (AFMC),Office of the Chief of Staff of the Air Force (CSAF)
Air Force Reserve Command (AFRC),Office of the Chief of Staff of the Air Force (CSAF)
Air Force Special Operations Command (AFSOC),Office of the Chief of Staff of the Air Force (CSAF)
CV-22 Replacement,Air Force Special Operations Command (AFSOC)
Air Force Warfighting Integration Capability (AFWIC) Office,Office of the Chief of Staff of the Air Force (CSAF)
Arsenal Plane,Air Force Warfighting Integration Capability (AFWIC) Office
Air Mobility Command (AMC),Office of the Chief of Staff of the Air Force (CSAF)
Pacific Air Force (PACAF),Office of the Chief of Staff of the Air Force (CSAF)
U.S. Air National Guard (ANG),Office of the Chief of Staff of the Air Force (CSAF)
United States Air Forces in Europe   Air Forces Africa (USAFE-AFAFRICA),Office of the Chief of Staff of the Air Force (CSAF)
Vice Chief of Staff of the Air Force (HAF/CV),U.S. Air Force (USAF)
AFWERX,Vice Chief of Staff of the Air Force (HAF/CV)
AFVentures,AFWERX
Spark Tank,AFWERX
U.S. Space Force (USSF),Secretary of the Air Force (SECAF)
Office of the Chief of Space Operations (OCSO),U.S. Space Force (USSF)
Space Operations Command,Office of the Chief of Space Operations (OCSO)
Cape Canveral Air Force Station,Space Operations Command
Space and Missile Systems Center (SMC),U.S. Space Force (USSF)
Space Force Acquisition Council,U.S. Space Force (USSF)
Department of the Army (DoA),Department of Defense (DoD)
Secretary of the Army / U.S. Army (USA),Department of the Army (DoA)
"Assistant Secretary of the Army (Acquisition, Logistics and Technology) - ASA(ALT)",Secretary of the Army / U.S. Army (USA)
Army Acquisition Support Center (USAASC),"Assistant Secretary of the Army (Acquisition, Logistics and Technology) - ASA(ALT)"
Joint Counter-Small Unmanned Aircraft Systems Office (C-sUAS),Army Acquisition Support Center (USAASC)
Joint Program Executive Office Armaments & Ammunition (JPEO A&A),Army Acquisition Support Center (USAASC)
Project Director Joint Bombs,Joint Program Executive Office Armaments & Ammunition (JPEO A&A)
Project Director Joint Services,Joint Program Executive Office Armaments & Ammunition (JPEO A&A)
Project Manager Close Combat Systems (PM CCS),Joint Program Executive Office Armaments & Ammunition (JPEO A&A)
Project Manager Combat Ammunition Systems (PM CAS),Joint Program Executive Office Armaments & Ammunition (JPEO A&A)
Project Manager Maneuver Ammunition Systems (PM MAS),Joint Program Executive Office Armaments & Ammunition (JPEO A&A)
Project Manager Towed Artillery Systems (PM TAS),Joint Program Executive Office Armaments & Ammunition (JPEO A&A)
"Joint Program Executive Office for Chemical, Biological, Radiological, Nuclear Defense (JPEO-CBRN)",Army Acquisition Support Center (USAASC)
Program Executive Office Aviation (PEO Aviation),Army Acquisition Support Center (USAASC)
Apache Attack Helicopter Project Office,Program Executive Office Aviation (PEO Aviation)
Aviation Mission Systems & Architecture Project Office,Program Executive Office Aviation (PEO Aviation)
Cargo Helicopters Project Office / Army CH-47 Fleet,Program Executive Office Aviation (PEO Aviation)
Fixed Wing Aircraft Project Office,Program Executive Office Aviation (PEO Aviation)
Future Attack Reconnaissance Aircraft (FARA) Project Office,Program Executive Office Aviation (PEO Aviation)
Future Long-Range Assault Aircraft (FLRAA) Project Office,Program Executive Office Aviation (PEO Aviation)
Multinational Aviation Special Project Office,Program Executive Office Aviation (PEO Aviation)
Technology Development Directorate,Program Executive Office Aviation (PEO Aviation)
Unmanned Aircraft Systems Project Office,Program Executive Office Aviation (PEO Aviation)
Utility Helicopters Project Office,Program Executive Office Aviation (PEO Aviation)
Program Executive Office for Assembled Chemical Weapons Alternatives (PEO ACWA),Army Acquisition Support Center (USAASC)
Program Executive Office for Combat Support & Combat Service Support (PEO CS&CSS),Army Acquisition Support Center (USAASC)
Project Manager Expeditionary Energy & Sustainment Systems (PM E2S2),Program Executive Office for Combat Support & Combat Service Support (PEO CS&CSS)
Project Manager Force Projection (PM FP),Program Executive Office for Combat Support & Combat Service Support (PEO CS&CSS)
Product Manager Unmanned Ground Vehicles,Project Manager Force Projection (PM FP)
Project Manager Joint Light Tactical Vehicles (PM JLTV),Program Executive Office for Combat Support & Combat Service Support (PEO CS&CSS)
Project Manager Transportation Systems (PM TS),Program Executive Office for Combat Support & Combat Service Support (PEO CS&CSS)
"Program Executive Office for Command, Control and Communications-Tactical (PEO C3T)",Army Acquisition Support Center (USAASC)
